Name,Status,Tenant,Site,Location,Rack,Role,Manufacturer,Type,IP Address,ID,Tenant Group,Platform,Serial number,Asset tag,Region,Site Group,Position (U),Rack face,Airflow,IPv4 Address,IPv6 Address,Cluster,Virtual chassis,VC Position,VC Priority,Description,Comments,Contacts,Tags,Created,Last updated,Zabbix,Librenms,DNS Entry,Syslog Server,Operating System,High Availability,Backup,Offsite Backup
R7-PC-C13-A-BACK,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C13,PDU,Server Technology,CWG-24V54358A9/BB,,2536,,,,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 12:43,2022-08-26 12:43,False,False,False,False,,None,None,False
R6-PB-C17/R7-PC-IRC3,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-IRC3,Copper Plant,Systimax,1 Port Copper Data Jack,,4422,,,,,Holyoke,100 Bigelow Street,37,Front,,,,,,,,,,,,2023-03-23 14:08,2023-03-23 14:08,False,False,False,False,,None,None,False
R6-PB-C17/R7-PC-IRC1,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-IRC1,Copper Plant,Systimax,1 Port Copper Data Jack,,4421,,,,,Holyoke,100 Bigelow Street,37,Front,,,,,,,,,,,,2023-03-23 13:55,2023-03-23 13:55,False,False,False,False,,None,None,False
R7-PC-C23-B-BACK,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C23,PDU,Server Technology,CWG-24V54358A9/BB,,2558,,,PDXE0000088,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 13:58,2022-08-26 13:58,False,False,False,False,,None,None,False
R7-PC-C19-B-BACK,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C19,PDU,Server Technology,CWG-24V54358A9/BB,,2550,,,ADXE0000196,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 13:30,2022-08-26 13:30,False,False,False,False,,None,None,False
R7-PC-C15-B-BACK,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C15,PDU,Server Technology,CWG-24V54358A9/BB,,2542,,,ADXE0000001,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 12:55,2022-08-26 12:55,False,False,False,False,,None,None,False
R7-PC-C21-A-FRONT,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C21,PDU,Server Technology,CWG-24V54358A9/BB,,2551,,,PDXE0000083,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 13:34,2022-08-26 13:34,False,False,False,False,,None,None,False
R7-PC-C01-A-FRONT,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C01,PDU,Server Technology,CWG-24V54358A9/BB,,2508,,,ADXE0000156,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-18 19:42,2022-08-18 19:42,False,False,False,False,,None,None,False
R7-PC-C01-A-BACK,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C01,PDU,Server Technology,CWG-24V54358A9/BB,,2509,,,,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-18 19:45,2022-08-18 19:45,False,False,False,False,,None,None,False
R7-PC-C01-B-FRONT,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C01,PDU,Server Technology,CWG-24V54358A9/BB,,2510,,,,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-18 19:47,2022-08-18 19:49,False,False,False,False,,None,None,False
R7-PC-C01-B-BACK,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C01,PDU,Server Technology,CWG-24V54358A9/BB,,2511,,,ADXE0000147,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-18 19:56,2022-08-18 19:56,False,False,False,False,,None,None,False
R7-PC-C03-A-FRONT,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C03,PDU,Server Technology,CWG-24V54358A9/BB,,2512,,,ADXE0000155,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-18 20:02,2022-08-18 20:02,False,False,False,False,,None,None,False
R7-PC-C03-A-BACK,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C03,PDU,Server Technology,CWG-24V54358A9/BB,,2513,,,,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-18 20:05,2022-08-18 20:06,False,False,False,False,,None,None,False
R7-PC-C03-B-BACK,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C03,PDU,Server Technology,CWG-24V54358A9/BB,,2515,,,ADXE0000124,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-18 20:13,2022-08-18 20:13,False,False,False,False,,None,None,False
R7-PC-C05-A-FRONT,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C05,PDU,Server Technology,CWG-24V54358A9/BB,,2516,,,ADXE0000118,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-18 20:22,2022-08-18 20:22,False,False,False,False,,None,None,False
R7-PC-IRC4,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-IRC4,Cooling,APC,ACRC501,,1198,,,,,Holyoke,100 Bigelow Street,1,Front,Rear to front,,,,,,,,,,,2022-01-11 00:00,2022-01-11 20:13,False,False,False,False,,None,None,False
R7-PC-C05-A-BACK,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C05,PDU,Server Technology,CWG-24V54358A9/BB,,2517,,,,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-18 20:26,2022-08-18 20:26,False,False,False,False,,None,None,False
R7-PC-C09-A-BACK,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C09,PDU,Server Technology,CWG-24V54358A9/BB,,2525,,,,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-18 21:01,2022-08-18 21:01,False,False,False,False,,None,None,False
R7-PC-IRC8,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-IRC8,Cooling,APC,ACRC501,,1202,,,,,Holyoke,100 Bigelow Street,1,Front,Rear to front,,,,,,,,,,,2022-01-11 00:00,2022-01-11 20:14,False,False,False,False,,None,None,False
R7-PC-C07-B-BACK,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C07,PDU,Server Technology,CWG-24V54358A9/BB,,2523,,,ADXE0000046,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-18 20:52,2022-08-18 20:52,False,False,False,False,,None,None,False
R7-PC-C19-A-BACK,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C19,PDU,Server Technology,CWG-24V54358A9/BB,,2548,,,,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 13:26,2022-08-26 13:26,False,False,False,False,,None,None,False
R7-PC-C21-A-BACK,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C21,PDU,Server Technology,CWG-24V54358A9/BB,,2552,,,,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 13:42,2022-08-26 13:42,False,False,False,False,,None,None,False
R7-PC-C21-B-FRONT,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C21,PDU,Server Technology,CWG-24V54358A9/BB,,2553,,,,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 13:45,2022-08-26 13:45,False,False,False,False,,None,None,False
R7-PC-C21-B-BACK,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C21,PDU,Server Technology,CWG-24V54358A9/BB,,2554,,,ADXE0000096,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 13:48,2022-08-26 13:48,False,False,False,False,,None,None,False
R7-PC-C23-A-FRONT,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C23,PDU,Server Technology,CWG-24V54358A9/BB,,2555,,,PDXE0000086,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 13:51,2022-08-26 13:51,False,False,False,False,,None,None,False
R7-PC-C23-A-BACK,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C23,PDU,Server Technology,CWG-24V54358A9/BB,,2556,,,,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 13:53,2022-08-26 13:53,False,False,False,False,,None,None,False
R7-PC-C23-B-FRONT,Active,MGHPCC,Main Building,R7-Pod C,R7-PC-C23,PDU,Server Technology,CWG-24V54358A9/BB,,2557,,,,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 13:56,2022-08-26 13:56,False,False,False,False,,None,None,False
R8-PA-C21-B,Active,MGHPCC,Main Building,R8-Pod A,R8-PA-C21,PDU,Server Technology,C2WG36CE-5PAE2M33,,3626,,,AJRL0000097,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,Power,2022-11-16 13:23,2022-11-16 13:54,False,False,False,False,,None,None,False
R8-PA-Modbus Gateway,Active,MGHPCC,Main Building,R8-Pod A,R8-PA-C21,Other,Moxa,MGate MB3660-16-2AC,10.1.5.34/22,3116,,,TBZBE1037725,,Holyoke,100 Bigelow Street,42,Front,Front to rear,10.1.5.34/22,,,,,,,,,,2022-10-04 14:01,2023-02-21 19:50,False,False,False,False,,None,None,False
R8-PA-C21-A,Active,MGHPCC,Main Building,R8-Pod A,R8-PA-C21,PDU,Server Technology,C2WG36CE-5PAE2M33,,2748,,,AJRL0000091,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,Power,2022-09-08 14:32,2022-11-16 13:54,False,False,False,False,,None,None,False
R8-PA-CDU1,Active,MGHPCC,Main Building,R8-Pod A,R8-PA-CDU1,Cooling,Cooltera,FS400A-2B2T2M,10.3.1.202/24,3214,,,,,Holyoke,100 Bigelow Street,1,Front,,10.3.1.202/24,,,,,,,,,,2022-10-06 13:48,2022-11-14 18:41,False,False,False,False,,None,None,False
R8-PC-C11-B-FRONT,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C11,PDU,Server Technology,C3WG36RL-GPJE2NT2,,4418,,,ANUA0000121,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,Power,2023-03-21 14:54,2023-05-03 15:00,False,False,False,False,,None,None,False
R8-PC-C07-B,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C07,PDU,Server Technology,STV-MG6001A/BG,,2683,,,AHRO0000015,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-29 19:43,2022-08-29 19:43,False,False,False,False,,None,None,False
Amherst College Switch,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C21,Access Switch,Cisco,Generic Switch,,727,,,,,Holyoke,100 Bigelow Street,44,Front,,,,,,,,,,,,2021-06-01 00:00,2021-06-01 20:54,False,False,False,False,,None,None,False
R8-PC-C07-A,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C07,PDU,Server Technology,STV-MG6001A/BG,,2682,,,AHRN0000016,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-29 19:40,2022-08-29 19:40,False,False,False,False,,None,None,False
R8-PC-IRC6,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-IRC6,Cooling,APC,ACRC501,,1209,,,,,Holyoke,100 Bigelow Street,1,Front,Rear to front,,,,,,,,,,,2022-01-11 00:00,2022-01-11 20:32,False,False,False,False,,None,None,False
R8-PC-IRC10,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-IRC10,Cooling,APC,ACRC501,,1213,,,,,Holyoke,100 Bigelow Street,1,Front,Rear to front,,,,,,,,,,,2022-01-11 00:00,2022-01-11 20:34,False,False,False,False,,None,None,False
R8-PC-C10-A,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C10,PDU,Server Technology,CWG-48V54358/BB,,2559,,,ADXJ0000039,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 14:05,2022-08-26 14:05,False,False,False,False,,None,None,False
R8-PC-C10-B,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C10,PDU,Server Technology,CWG-48V54358/BB,,2560,,,ADXJ0000043,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 14:13,2022-08-26 14:13,False,False,False,False,,None,None,False
R8-PC-C14-A,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C12,PDU,Server Technology,CWG-48V54358/BB,,2561,,,PDXJ0000350,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 14:24,2022-08-26 14:24,False,False,False,False,,None,None,False
R8-PC-C14-B,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C12,PDU,Server Technology,CWG-48V54358/BB,,2562,,,PDXJ0000329,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 14:27,2022-08-26 14:27,False,False,False,False,,None,None,False
R8-PC-C16-A,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C16,PDU,Server Technology,CWG-48V54358/BB,,2563,,,PDXJ0000351,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 14:32,2022-08-26 14:32,False,False,False,False,,None,None,False
R8-PC-C16-B,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C16,PDU,Server Technology,CWG-48V54358/BB,,2564,,,PDXJ0000331,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 14:33,2022-08-26 14:33,False,False,False,False,,None,None,False
R8-PC-C17-A,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C17,PDU,Server Technology,CWG-48V54358/BB,,2565,,,ADXJ0000003,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 14:36,2022-08-26 14:42,False,False,False,False,,None,None,False
R8-PC-C17-B,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C17,PDU,Server Technology,CWG-48V54358/BB,,2566,,,ADXJ0000047,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 14:45,2022-08-26 14:45,False,False,False,False,,None,None,False
R8-PC-C18-A,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C18,PDU,Server Technology,C3WG36RL-GPJE2NT2,,2567,,,AOFX0000009,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 14:49,2022-08-26 14:49,False,False,False,False,,None,None,False
R8-PC-C18-B,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C18,PDU,Server Technology,C3WG36RL-GPJE2NT2,,2568,,,A0FX0000013,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 14:52,2022-08-26 14:52,False,False,False,False,,None,None,False
R8-PC-C19-A,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C19,PDU,Server Technology,CWG-48V54358/BB,,2569,,,ADXJ0000073,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 14:56,2022-08-26 14:56,False,False,False,False,,None,None,False
R8-PC-C20-B,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C20,PDU,Server Technology,STV-MG6001A/BG,,2572,,,AHRO0000012,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 15:58,2022-08-26 15:58,False,False,False,False,,None,None,False
R8-PC-C24-B,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C24,PDU,Server Technology,CWG-48V54358/BB,,2576,,,AEJD0000002,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 16:06,2022-08-26 16:06,False,False,False,False,,None,None,False
R8-PC-C19-B,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C19,PDU,Server Technology,CWG-48V54358/BB,,2570,,,ADXJ0000062,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 14:58,2022-08-26 15:01,False,False,False,False,,None,None,False
R8-PC-C24-A,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C24,PDU,Server Technology,CWG-48V54358/BB,,2575,,,00:0A:9C:52:C4:46,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 16:05,2022-08-26 16:05,False,False,False,False,,None,None,False
R8-PC-C20-A,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C20,PDU,Server Technology,STV-MG6001A/BG,,2571,,,AHRN0000004,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 15:06,2022-08-26 15:06,False,False,False,False,,None,None,False
R8-PC-C22-A,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C22,PDU,Server Technology,CWG-48V54358/BB,,2573,,,ADXJ0000016,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 16:00,2022-08-26 16:00,False,False,False,False,,None,None,False
R8-PC-C22-B,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C22,PDU,Server Technology,CWG-48V54358/BB,,2574,,,ADXJ0000011,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-26 16:02,2022-08-26 16:02,False,False,False,False,,None,None,False
R8-PC-C06-B,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C06,PDU,Server Technology,STV-MG6001A/BG,,2681,,,AHRO0000008,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-29 19:37,2022-08-29 19:37,False,False,False,False,,None,None,False
R8-PC-C06-A,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C06,PDU,Server Technology,STV-MG6001A/BG,,2680,,,AHRN0000011,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-29 19:35,2022-08-29 19:35,False,False,False,False,,None,None,False
R8-PC-C05-B,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C05,PDU,Server Technology,STV-MG6001A/BG,,2679,,,AHRO0000021,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-29 19:32,2022-08-29 19:32,False,False,False,False,,None,None,False
R8-PC-C05-A,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C05,PDU,Server Technology,STV-MG6001A/BG,,2678,,,AHRO0000021,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-29 19:30,2022-08-29 19:30,False,False,False,False,,None,None,False
mbta-backup01,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C23,Storage Server,Thinkmate,RAX XS4-1160V3,192.69.102.111/25,248,,,,,Holyoke,100 Bigelow Street,39,Front,,192.69.102.111/25,,,,,,,,,,2020-02-04 00:00,2020-03-11 20:06,,,,,,,,
hipaa01-compute01,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C23,Server,Cisco,UCSC-BSE-SFF-C200,10.199.1.11/24,441,,,,,Holyoke,100 Bigelow Street,42,Front,,10.199.1.11/24,,,,,,,,,,2020-04-13 00:00,2020-08-27 15:19,,,,,,,,
R8-PC-IRC1,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-IRC1,Cooling,APC,ACRC501,,1204,,,,,Holyoke,100 Bigelow Street,1,Front,Rear to front,,,,,,,,,,,2022-01-11 00:00,2022-01-11 20:30,False,False,False,False,,None,None,False
R8-PC-C04-B,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C04,PDU,Server Technology,STV-MG6001A/BG,,2677,,,AHRO0000009,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-29 19:27,2022-08-29 19:27,False,False,False,False,,None,None,False
R8-PC-C04-A,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C04,PDU,Server Technology,STV-MG6001A/BG,,2676,,,AHRN0000008,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-29 19:25,2022-08-29 19:25,False,False,False,False,,None,None,False
R8-PC-C03-B,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C03,PDU,Server Technology,STV-MG6001A/BG,,2675,,,AHRO0000011,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-29 19:20,2022-08-29 19:20,False,False,False,False,,None,None,False
R8-PC-IRC2,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-IRC2,Cooling,APC,ACRC501,,1205,,,,,Holyoke,100 Bigelow Street,1,Front,Rear to front,,,,,,,,,,,2022-01-11 00:00,2022-01-11 20:30,False,False,False,False,,None,None,False
R8-PC-C11-A-FRONT,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C11,PDU,Server Technology,C3WG36RL-GPJE2NT2,,4417,,,ANUA0000106,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,Power,2023-03-21 14:46,2023-05-03 15:00,False,False,False,False,,None,None,False
08C12-U43-ppnl-3.13-24 (SM),Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C12,Fiber Plant,FS,24 Fibers OS2 Single Mode FHD Type AF,,4455,,,,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2023-03-30 14:12,2023-03-30 14:12,False,False,False,False,,None,None,False
08C12-U43-ppnl-2.1-12 (SM),Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C12,Fiber Plant,FS,24 Fibers OS2 Single Mode FHD Type AF,,242,,,,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2020-02-04 00:00,2023-03-30 14:12,,,,,,,,
08C12-U43-ppnl-1.13-24 (MM),Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C12,Fiber Plant,FS,24 Fibers OM4 Multimode FHD Type AF,,4454,,,,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2023-03-30 14:10,2023-03-30 14:11,False,False,False,False,,None,None,False
R6-PB-C17/R8-PC-IRC10,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-IRC10,Copper Plant,Systimax,1 Port Copper Data Jack,,4443,,,,,Holyoke,100 Bigelow Street,37,Front,,,,,,,,,,,,2023-03-24 13:47,2023-03-24 13:47,False,False,False,False,,None,None,False
R8-PC-C03-A,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C03,PDU,Server Technology,STV-MG6001A/BG,,2674,,,AHRN0000019,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-29 19:18,2022-08-29 19:18,False,False,False,False,,None,None,False
R6-PB-C17/R8-PC-IRC9,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-IRC9,Copper Plant,Systimax,1 Port Copper Data Jack,,4442,,,,,Holyoke,100 Bigelow Street,37,Front,,,,,,,,,,,,2023-03-24 13:44,2023-03-24 13:44,False,False,False,False,,None,None,False
R6-PB-C17/R8-PC-IRC8,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-IRC8,Copper Plant,Systimax,1 Port Copper Data Jack,,4441,,,,,Holyoke,100 Bigelow Street,37,Front,,,,,,,,,,,,2023-03-24 13:41,2023-03-24 13:41,False,False,False,False,,None,None,False
R8-PC-C02-B,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C02,PDU,Server Technology,STV-MG6001A/BG,,2673,,,AHRO0000017,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-29 19:14,2022-08-29 19:14,False,False,False,False,,None,None,False
R8-PC-C02-A,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C02,PDU,Server Technology,STV-MG6001A/BG,,2672,,,AHRN0000010,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-29 19:12,2022-08-29 19:12,False,False,False,False,,None,None,False
R8-PC-C01-A,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C01,PDU,Server Technology,STV-MG6001A/BG,,2671,,,AHRO0000026,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-29 19:08,2022-08-29 19:09,False,False,False,False,,None,None,False
R6-PB-C17/R8-PC-IRC7,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-IRC7,Copper Plant,Systimax,1 Port Copper Data Jack,,4440,,,,,Holyoke,100 Bigelow Street,37,Front,,,,,,,,,,,,2023-03-24 13:39,2023-03-24 13:39,False,False,False,False,,None,None,False
R6-PB-C17/R8-PC-IRC6,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-IRC6,Copper Plant,Systimax,1 Port Copper Data Jack,,4439,,,,,Holyoke,100 Bigelow Street,37,Front,,,,,,,,,,,,2023-03-24 13:37,2023-03-24 13:37,False,False,False,False,,None,None,False
R6-PB-C17/R8-PC-IRC5,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-IRC5,Copper Plant,Systimax,1 Port Copper Data Jack,,4438,,,,,Holyoke,100 Bigelow Street,37,Front,,,,,,,,,,,,2023-03-24 13:35,2023-03-24 13:35,False,False,False,False,,None,None,False
R8-PC-C01-B,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C01,PDU,Server Technology,STV-MG6001A/BG,,2670,,,AHRN0000020,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2022-08-29 19:05,2022-08-29 19:09,False,False,False,False,,None,None,False
R6-PB-C17/R8-PC-IRC4,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-IRC4,Copper Plant,Systimax,1 Port Copper Data Jack,,4437,,,,,Holyoke,100 Bigelow Street,37,Front,,,,,,,,,,,,2023-03-24 13:32,2023-03-24 13:32,False,False,False,False,,None,None,False
R6-PB-C17/R8-PC-IRC3,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-IRC3,Copper Plant,Systimax,1 Port Copper Data Jack,,4436,,,,,Holyoke,100 Bigelow Street,37,Front,,,,,,,,,,,,2023-03-24 13:30,2023-03-24 13:30,False,False,False,False,,None,None,False
R8-PC-B2,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-Box-Even,Busplug Gateway,Lantronix,UDS1100-IAP,10.1.5.225/22,4130,,,,,Holyoke,100 Bigelow Street,13,Front,,10.1.5.225/22,,,,,,,,,,2023-01-05 20:48,2023-01-05 20:48,False,False,False,False,,None,None,False
08C12-U43-ppnl-0.1-12 (MM),Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C12,Fiber Plant,FS,24 Fibers OM4 Multimode FHD Type AF,,240,,,,,Holyoke,100 Bigelow Street,,,,,,,,,,,,,,2020-02-04 00:00,2023-03-30 14:11,,,,,,,,
R8-PC-A and B,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-Box-Odd,Copper Plant,Systimax,2 Port Copper Data Jack,,4133,,,,,Holyoke,100 Bigelow Street,15,Front,,,,,,,,,,,,2023-01-05 21:12,2023-01-05 21:12,False,False,False,False,,None,None,False
R6-PB-C17/R8-PC-IRC2,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-IRC2,Copper Plant,Systimax,1 Port Copper Data Jack,,4430,,,,,Holyoke,100 Bigelow Street,37,Front,,,,,,,,,,,,2023-03-23 14:49,2023-03-23 14:49,False,False,False,False,,None,None,False
R6-PB-C17/R8-PC-IRC1,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-IRC1,Copper Plant,Systimax,1 Port Copper Data Jack,,4429,,,,,Holyoke,100 Bigelow Street,37,Front,,,,,,,,,,,,2023-03-23 14:45,2023-03-23 14:45,False,False,False,False,,None,None,False
Iomic Switch,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-C09,Core Switch,Cisco,Generic Switch,,3392,,,,,Holyoke,100 Bigelow Street,44,Front,,,,,,,,,,,,2022-10-27 17:06,2022-10-27 17:06,False,False,False,False,,None,None,False
R8-PC-IRC3,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-IRC3,Cooling,APC,ACRC501,,1206,,,,,Holyoke,100 Bigelow Street,1,Front,Rear to front,,,,,,,,,,,2022-01-11 00:00,2022-01-11 20:31,False,False,False,False,,None,None,False
R8-PC-A1,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-Box-Odd,Busplug Gateway,Lantronix,UDS1100-IAP,10.1.5.222/22,4134,,,,,Holyoke,100 Bigelow Street,14,Front,,10.1.5.222/22,,,,,,,,,,2023-01-05 21:15,2023-01-05 21:16,False,False,False,False,,None,None,False
R8-PC-IRC9,Active,MGHPCC,Main Building,R8-Pod C,R8-PC-IRC9,Cooling,APC,ACRC501,,1212,,,,,Holyoke,100 Bigelow Street,1,Front,Rear to front,,,,,,,,,,,2022-01-11 00:00,2022-01-11 20:33,False,False,False,False,,None,None,False
